account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,latest_churn_date,latest_reason_code,total_refund_usd,preceding_upgrade_flag,preceding_downgrade_flag,n_churn_events,ever_reactivated,is_churned,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,n_subscriptions,first_sub_start,n_upgrades,n_downgrades,n_tickets,avg_csat,avg_resolution_hrs,avg_first_response_min,n_escalations,total_usage,total_duration_secs,total_errors,n_features_used,active_days,beta_usage,signup_month,lifetime_days,lifetime_months
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,,,0.0,0,0,0.0,0,0,0,0,annual,True,13,2023-12-18,1,1,4.0,4.240638297872341,44.75,53.5,0.0,506,127878,23,27,51,7,2023-12,,
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,,,0.0,0,0,0.0,0,0,1715,20580,annual,True,8,2024-03-05,2,0,8.0,3.9929787234042555,45.125,91.125,0.0,370,115219,21,24,36,7,2023-11,,
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,,,0.0,0,0,0.0,0,0,2587,31044,monthly,True,13,2024-02-19,1,2,2.0,4.0,35.5,50.5,0.0,565,159394,20,29,52,6,2024-02,,
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,,,0.0,0,0,0.0,0,0,0,0,monthly,False,7,2024-11-23,2,0,3.0,3.9875177304964544,40.666666666666664,38.333333333333336,0.0,337,112966,16,20,32,1,2024-11,,
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,,,0.0,0,0,0.0,0,0,995,11940,monthly,True,9,2024-08-10,0,0,3.0,3.660425531914894,47.333333333333336,65.0,0.0,334,120133,26,24,36,5,2024-08,,
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,,,0.0,0,0,0.0,0,0,11144,133728,annual,False,12,2023-10-21,0,1,9.0,3.9875177304964544,36.55555555555556,81.77777777777777,0.0,605,211565,32,34,57,6,2023-10,,
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,2024-12-31,unknown,70.03,True,False,4.0,True,1,551,6612,monthly,True,10,2024-11-02,2,0,8.0,4.12031914893617,48.75,98.125,1.0,567,171957,42,31,52,9,2024-11,59.0,1.938239159001314
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,,,0.0,0,0,0.0,0,0,0,0,annual,True,14,2023-08-23,1,1,7.0,3.706261398176292,38.285714285714285,110.42857142857143,0.0,614,205539,25,30,57,7,2023-08,,
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,2024-11-29,features,6.38,False,False,3.0,False,1,833,9996,monthly,True,11,2023-05-11,1,0,5.0,3.9925106382978726,43.0,104.0,1.0,552,158087,36,31,52,5,2023-03,568.0,18.659658344283837
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,2024-06-17,support,0.0,False,False,1.0,False,1,0,0,monthly,True,7,2023-07-24,0,0,4.0,3.7453191489361704,43.0,116.75,0.0,412,124646,24,24,37,4,2023-04,329.0,10.808147174770038
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,2023-08-24,support,17.93,False,False,1.0,False,1,1225,14700,annual,False,12,2023-07-04,2,0,6.0,4.157304964539008,37.5,70.0,0.0,642,200375,38,33,63,7,2023-05,51.0,1.6754270696452036
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,2023-05-25,features,0.0,False,True,2.0,False,1,665,7980,annual,False,12,2023-04-22,2,0,3.0,3.9875177304964544,6.333333333333333,103.33333333333333,0.0,659,209812,31,33,59,12,2023-03,33.0,1.0840998685939554
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,,,0.0,0,0,0.0,0,0,209,2508,annual,True,9,2024-12-16,1,1,5.0,4.185021276595744,44.8,71.6,0.0,429,119127,17,25,40,5,2024-12,,
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,2024-12-22,pricing,46.49,False,False,1.0,False,1,4975,59700,annual,True,15,2024-11-07,3,2,0.0,,,,0.0,768,249545,32,33,69,3,2024-11,45.0,1.4783180026281209
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,2024-03-30,features,0.0,False,False,1.0,False,1,1159,13908,monthly,True,10,2023-08-19,0,0,5.0,3.7887659574468087,31.4,107.0,0.0,435,123738,26,25,43,6,2023-08,224.0,7.35873850197109
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,2023-12-29,support,0.0,True,False,2.0,False,1,3582,42984,monthly,True,8,2023-02-23,3,0,5.0,4.188765957446809,33.2,139.6,0.0,336,116076,20,22,33,3,2023-02,309.0,10.151116951379763
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,2024-10-22,competitor,0.0,False,False,4.0,True,1,1791,21492,annual,True,11,2023-06-21,1,0,5.0,3.5925106382978726,48.2,119.2,1.0,438,136419,24,29,47,5,2023-05,489.0,16.064388961892245
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,2024-12-29,budget,13.5,False,False,3.0,False,1,1026,12312,annual,False,8,2024-02-08,2,0,4.0,3.7359574468085106,31.0,72.5,0.0,266,87249,18,22,31,2,2023-11,325.0,10.676741130091983
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,,,0.0,0,0,0.0,0,0,1862,22344,annual,True,6,2024-07-23,0,0,3.0,3.6666666666666665,28.333333333333332,83.33333333333333,1.0,294,103805,12,24,30,2,2024-07,,
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,2024-04-07,budget,0.0,False,False,3.0,False,1,1990,23880,monthly,True,8,2023-11-27,2,1,3.0,4.320851063829788,37.0,93.33333333333333,0.0,417,126745,18,26,39,4,2023-09,132.0,4.336399474375821
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,,,0.0,0,0,0.0,0,0,3582,42984,monthly,True,9,2024-06-16,0,0,5.0,3.988765957446809,45.0,75.4,0.0,599,172442,39,25,55,6,2024-05,,
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,2024-10-19,features,0.0,False,True,1.0,False,1,6766,81192,annual,True,9,2023-11-05,2,0,6.0,4.496879432624113,30.333333333333332,88.5,1.0,527,131994,25,32,53,7,2023-10,349.0,11.465177398160314
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,,,0.0,0,0,0.0,0,0,171,2052,monthly,True,6,2023-08-04,0,1,4.0,3.981276595744681,23.25,58.25,1.0,364,103645,30,22,36,2,2023-03,,
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,,,0.0,0,0,0.0,0,0,0,0,annual,True,11,2023-07-14,4,1,5.0,4.1962553191489365,21.2,90.4,0.0,611,188856,34,32,59,8,2023-06,,
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,2024-10-04,pricing,0.0,False,False,1.0,True,1,490,5880,annual,False,7,2024-07-21,1,1,3.0,4.0,29.0,81.33333333333333,0.0,411,116704,41,24,39,2,2024-07,75.0,2.463863337713535
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,,,0.0,0,0,0.0,0,0,3383,40596,monthly,True,9,2024-02-13,2,0,3.0,4.320851063829788,33.333333333333336,49.666666666666664,0.0,502,146707,30,30,47,7,2024-02,,
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,2024-12-02,budget,0.0,True,False,2.0,True,1,171,2052,annual,True,12,2024-02-02,0,1,2.0,4.490638297872341,42.5,159.5,0.0,533,148034,40,30,53,3,2024-01,304.0,9.986859395532194
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,,,0.0,0,0,0.0,0,0,3184,38208,annual,True,9,2024-02-22,1,0,5.0,3.9962553191489363,37.8,76.0,0.0,465,138043,18,29,48,7,2024-02,,
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,2024-09-12,support,0.0,False,True,5.0,False,1,3136,37632,monthly,True,9,2023-09-16,2,0,3.0,3.654184397163121,36.333333333333336,62.333333333333336,0.0,499,136250,28,29,47,5,2023-08,362.0,11.892247043363994
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,2023-05-03,pricing,0.0,True,False,1.0,False,1,735,8820,annual,True,14,2023-02-15,3,1,3.0,3.993758865248227,36.333333333333336,115.0,1.0,713,208977,38,35,67,4,2023-01,77.0,2.5295663600525624
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,2024-09-11,support,0.0,False,True,3.0,False,1,684,8208,annual,True,10,2023-08-31,0,1,3.0,4.333333333333333,15.333333333333334,42.333333333333336,0.0,587,175629,29,30,55,2,2023-06,377.0,12.3850197109067
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,2024-07-10,budget,0.0,False,False,1.0,False,1,5970,71640,annual,True,15,2023-02-05,0,2,3.0,4.0,28.0,93.0,1.0,922,256811,47,36,86,10,2023-01,521.0,17.115637319316686
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,,,0.0,0,0,0.0,0,0,0,0,monthly,False,10,2024-10-24,0,0,7.0,3.851793313069909,40.42857142857143,76.0,0.0,558,167904,31,31,52,7,2024-10,,
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,,,0.0,0,0,0.0,0,0,1470,17640,annual,True,11,2023-03-26,1,0,1.0,3.981276595744681,72.0,111.0,0.0,516,180823,33,28,49,4,2023-02,,
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,2024-07-27,unknown,109.75999999999999,False,False,2.0,False,1,1862,22344,annual,True,6,2024-01-18,1,0,4.0,3.9953191489361704,32.5,103.75,1.0,176,48112,13,16,18,2,2023-12,191.0,6.274638633377135
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,2024-12-14,competitor,32.73,False,False,3.0,False,1,646,7752,annual,True,16,2024-05-09,2,0,2.0,3.4906382978723407,42.0,108.0,0.0,789,241275,42,37,80,9,2024-03,219.0,7.194480946123521
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,,,0.0,0,0,0.0,0,0,18507,222084,annual,True,8,2024-07-23,0,0,1.0,3.0,13.0,128.0,0.0,475,127926,23,27,44,5,2024-07,,
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,,,0.0,0,0,0.0,0,0,0,0,annual,True,3,2024-11-16,0,0,6.0,3.823971631205674,26.166666666666668,81.0,0.0,207,72170,7,15,19,3,2024-10,,
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,2024-12-14,competitor,0.0,False,False,4.0,False,1,0,0,annual,True,6,2024-01-22,1,1,4.0,3.9906382978723407,31.25,60.5,0.0,300,88383,12,24,28,6,2023-09,327.0,10.74244415243101
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,2024-10-08,competitor,0.0,False,False,2.0,False,1,1372,16464,annual,True,15,2023-11-24,0,0,5.0,4.185021276595745,36.2,116.2,0.0,830,258465,54,37,81,10,2023-09,319.0,10.4796320630749
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,2024-09-22,budget,43.53,False,False,2.0,False,1,4975,59700,monthly,True,7,2023-10-14,0,0,5.0,4.192510638297873,32.8,68.4,0.0,346,81587,19,26,36,2,2023-08,344.0,11.300919842312746
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,2024-11-14,pricing,102.86,False,False,3.0,False,1,2205,26460,annual,True,5,2024-10-02,0,1,6.0,3.823971631205674,32.5,68.33333333333333,1.0,208,59864,11,15,21,1,2024-09,43.0,1.4126149802890933
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,2024-03-23,features,43.03,True,False,2.0,False,1,2303,27636,monthly,True,11,2023-11-25,1,0,4.0,4.235957446808511,22.5,80.25,1.0,560,164545,40,33,56,3,2023-11,119.0,3.9093298291721417
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,,,0.0,0,0,0.0,0,0,0,0,annual,True,6,2024-11-27,0,1,7.0,4.137507598784195,33.0,78.0,0.0,167,43449,16,13,17,0,2024-11,,
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,2024-11-03,competitor,15.46,True,False,2.0,False,1,0,0,annual,True,13,2024-08-31,3,2,3.0,4.3270921985815605,45.333333333333336,102.66666666666667,0.0,650,179376,37,34,60,6,2024-08,64.0,2.102496714848883
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,2024-12-19,features,0.0,False,True,2.0,True,1,343,4116,monthly,True,10,2024-09-06,1,1,4.0,4.235957446808511,28.0,82.0,1.0,561,185984,29,31,53,9,2024-09,104.0,3.416557161629435
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,,,0.0,0,0,0.0,0,0,6169,74028,annual,True,15,2024-01-05,0,2,6.0,4.490638297872341,37.833333333333336,67.83333333333333,1.0,685,206893,45,30,69,7,2023-12,,
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,,,0.0,0,0,0.0,0,0,2985,35820,monthly,True,12,2024-06-15,1,2,3.0,4.320851063829788,32.666666666666664,88.0,0.0,543,150431,35,28,51,4,2024-06,,
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,,,0.0,0,0,0.0,0,0,0,0,annual,False,9,2023-06-08,1,0,2.0,3.4906382978723407,10.0,107.0,0.0,562,160848,30,28,55,3,2023-04,,
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,2024-07-12,competitor,0.0,False,False,2.0,False,1,2388,28656,monthly,True,11,2023-08-25,2,0,2.0,3.0,68.5,86.5,1.0,697,214976,40,31,62,2,2023-06,322.0,10.578186596583443
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,,,0.0,0,0,0.0,0,0,0,0,monthly,True,9,2023-12-10,2,1,6.0,4.157304964539008,41.0,86.5,0.0,434,134963,28,28,45,4,2023-10,,
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,2024-12-01,features,0.0,True,False,2.0,False,1,456,5472,monthly,True,12,2024-04-25,0,1,5.0,3.9962553191489363,39.2,61.4,0.0,544,168051,25,33,57,6,2024-04,220.0,7.227332457293035
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,2024-10-18,competitor,0.0,False,False,2.0,False,1,456,5472,monthly,True,5,2024-03-30,0,1,3.0,4.333333333333333,44.666666666666664,63.0,0.0,268,84855,4,20,24,1,2023-11,202.0,6.636005256241787
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,2024-08-30,unknown,0.0,False,False,1.0,False,1,0,0,monthly,True,7,2024-06-01,0,0,1.0,4.0,47.0,48.0,0.0,203,77446,10,16,20,1,2024-04,90.0,2.9566360052562417
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,2024-12-06,unknown,0.0,False,False,1.0,False,1,1617,19404,monthly,True,8,2024-11-17,1,1,5.0,4.2,24.2,88.8,0.0,421,123802,11,24,38,7,2024-11,19.0,0.6241787122207622
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,2024-12-12,unknown,0.0,False,False,2.0,False,1,0,0,monthly,True,7,2023-08-08,0,0,1.0,3.981276595744681,64.0,136.0,0.0,300,90218,15,23,31,3,2023-07,492.0,16.16294349540079
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,2024-12-12,competitor,146.86,True,False,4.0,False,1,5970,71640,annual,True,8,2023-10-24,2,0,5.0,3.7925106382978724,22.2,94.0,1.0,312,107852,14,25,31,5,2023-10,415.0,13.633377135348226
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,2024-06-04,support,0.0,True,False,1.0,False,1,2352,28224,annual,True,12,2023-02-05,1,0,3.0,4.333333333333333,46.333333333333336,67.0,0.0,560,173183,23,29,54,10,2023-01,485.0,15.932982917214192
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,2024-11-18,features,17.06,False,False,2.0,True,1,1274,15288,monthly,True,6,2024-03-09,1,0,3.0,3.981276595744681,18.333333333333332,85.33333333333333,0.0,171,54271,5,14,19,2,2024-02,254.0,8.344283837056505
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,,,0.0,0,0,0.0,0,0,398,4776,annual,False,10,2024-05-24,1,2,2.0,4.0,38.5,98.0,1.0,510,152826,22,27,45,7,2024-05,,
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,2024-03-17,budget,0.0,False,False,1.0,False,1,5373,64476,annual,True,13,2024-01-10,1,3,6.0,3.993758865248227,31.5,71.0,0.0,642,213554,32,31,56,8,2023-10,67.0,2.2010512483574245
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,2024-12-23,features,0.0,True,False,3.0,True,1,0,0,annual,True,15,2024-11-10,2,0,6.0,4.330212765957447,37.333333333333336,79.16666666666667,0.0,696,214681,31,32,68,6,2024-11,43.0,1.4126149802890933
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,2024-12-25,features,19.34,False,False,2.0,False,1,95,1140,annual,True,3,2024-06-27,0,0,6.0,3.823971631205674,30.166666666666668,86.16666666666667,0.0,210,63673,15,15,19,1,2023-12,181.0,5.946123521681997
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,2024-03-02,support,0.0,True,False,1.0,False,1,13930,167160,monthly,False,9,2024-01-08,2,1,4.0,3.4906382978723407,37.25,88.25,1.0,507,162673,28,33,48,8,2023-12,54.0,1.773981603153745
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,,,0.0,0,0,0.0,0,0,2985,35820,annual,True,12,2023-06-27,3,2,1.0,4.0,17.0,132.0,1.0,604,212655,43,32,57,5,2023-05,,
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,,,0.0,0,0,0.0,0,0,784,9408,annual,True,11,2023-09-10,1,0,7.0,3.8464437689969606,31.714285714285715,69.85714285714286,0.0,561,173241,33,29,52,6,2023-07,,
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,,,0.0,0,0,0.0,0,0,361,4332,annual,True,11,2024-09-16,1,0,2.0,3.5,41.0,72.0,0.0,654,207283,46,32,61,6,2024-08,,
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,,,0.0,0,0,0.0,0,0,0,0,monthly,True,6,2023-11-02,1,0,5.0,3.9812765957446805,36.0,79.4,1.0,230,63418,24,17,23,4,2023-10,,
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,,,0.0,0,0,0.0,0,0,266,3192,annual,True,11,2024-12-26,0,0,7.0,4.277689969604864,38.0,83.42857142857143,0.0,440,121725,43,25,46,5,2024-12,,
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,,,0.0,0,0,0.0,0,0,836,10032,annual,False,12,2024-07-22,1,0,4.0,3.75,37.5,116.5,0.0,481,170101,31,29,48,4,2024-07,,
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,,,0.0,0,0,0.0,0,0,1791,21492,monthly,True,10,2024-06-01,0,0,2.0,4.5,41.0,152.0,0.0,446,140849,27,27,48,4,2024-05,,
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,,,0.0,0,0,0.0,0,0,3781,45372,annual,True,9,2024-05-29,2,0,2.0,3.981276595744681,50.0,82.5,0.0,393,133848,12,24,41,4,2024-04,,
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,2024-08-07,competitor,4.45,False,False,1.0,False,1,3577,42924,annual,False,15,2023-09-23,3,0,4.0,4.240638297872341,43.25,92.5,0.0,869,251284,54,34,79,6,2023-09,319.0,10.4796320630749
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,2024-07-16,pricing,0.0,True,False,1.0,False,1,735,8820,annual,True,13,2024-06-27,3,0,1.0,3.981276595744681,49.0,77.0,0.0,620,194799,41,29,59,4,2024-05,19.0,0.6241787122207622
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,2024-09-09,budget,0.0,False,True,1.0,False,1,6169,74028,monthly,True,7,2023-08-07,0,0,0.0,,,,0.0,347,94200,31,28,36,1,2023-06,399.0,13.107752956636006
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,2024-12-07,features,0.0,False,False,1.0,False,1,6766,81192,annual,True,10,2023-07-21,2,0,9.0,3.767375886524823,40.888888888888886,71.44444444444444,0.0,628,202329,36,32,59,6,2023-05,505.0,16.590013140604466
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,2024-10-09,pricing,2.4,False,False,1.0,False,1,931,11172,annual,False,10,2024-09-26,4,1,8.0,3.858617021276596,30.75,73.375,0.0,519,157792,30,30,53,7,2024-09,13.0,0.42706964520367935
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,2024-08-11,features,0.0,True,False,3.0,False,1,7960,95520,monthly,False,10,2024-04-07,0,0,3.0,4.320851063829788,20.666666666666668,116.33333333333333,0.0,413,109079,25,29,43,3,2024-03,126.0,4.139290407358739
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,2024-11-13,pricing,47.17,False,False,2.0,False,1,441,5292,monthly,False,11,2024-08-05,0,3,3.0,3.9875177304964544,17.0,69.0,0.0,624,191651,49,33,58,5,2024-08,100.0,3.2851511169513796
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,2024-12-20,support,0.0,False,False,2.0,False,1,779,9348,annual,True,10,2024-10-20,1,1,5.0,3.2,40.0,75.6,0.0,518,152228,36,28,49,7,2024-10,61.0,2.0039421813403417
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,2023-12-23,support,0.0,False,False,1.0,False,1,1330,15960,annual,True,12,2023-09-18,0,0,5.0,4.388765957446809,49.2,84.0,0.0,600,202100,42,31,55,5,2023-09,96.0,3.1537450722733245
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,2024-07-29,unknown,19.08,True,False,2.0,False,1,5572,66864,annual,True,6,2024-03-07,0,0,4.0,4.235957446808511,34.0,98.5,0.0,215,79605,18,16,19,2,2024-02,144.0,4.730617608409987
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,2023-03-11,unknown,0.0,False,False,1.0,False,1,247,2964,monthly,True,11,2023-02-23,1,1,6.0,4.1604255319148935,47.833333333333336,87.5,1.0,530,135061,37,30,52,5,2023-02,16.0,0.5256241787122208
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,2024-08-26,pricing,45.83,True,False,2.0,False,1,32437,389244,monthly,True,7,2024-05-15,1,0,4.0,3.7359574468085106,37.5,105.5,0.0,271,81944,25,16,28,4,2024-04,103.0,3.383705650459921
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,,,0.0,0,0,0.0,0,0,722,8664,annual,True,15,2024-09-17,0,2,2.0,3.981276595744681,70.5,106.5,0.0,629,158587,24,30,62,5,2024-08,,
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,,,0.0,0,0,0.0,0,0,1127,13524,annual,True,7,2024-11-01,0,0,1.0,3.981276595744681,56.0,12.0,0.0,446,130195,19,27,41,8,2024-10,,
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,2024-12-04,features,0.0,False,False,2.0,False,1,12139,145668,monthly,True,12,2023-06-02,0,0,5.0,4.192510638297873,27.6,126.0,0.0,453,124458,29,32,48,3,2023-03,551.0,18.101182654402102
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,,,0.0,0,0,0.0,0,0,1078,12936,monthly,True,4,2024-09-18,0,0,1.0,3.0,2.0,2.0,0.0,171,44864,17,14,16,3,2024-08,,
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,2024-11-04,budget,0.0,False,False,1.0,False,1,294,3528,annual,True,7,2024-01-30,0,0,5.0,3.796255319148936,50.4,105.2,0.0,357,124753,18,21,31,7,2023-11,279.0,9.165571616294349
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,2024-09-21,budget,0.0,True,False,3.0,False,1,551,6612,monthly,True,7,2024-06-09,1,0,3.0,4.320851063829788,42.0,81.0,0.0,432,142787,26,27,41,2,2024-05,104.0,3.416557161629435
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,2024-07-11,budget,12.99,False,False,1.0,True,1,0,0,annual,True,16,2024-03-11,3,1,4.0,3.9953191489361704,41.0,72.5,0.0,749,222610,48,33,71,5,2023-11,122.0,4.0078843626806835
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,,,0.0,0,0,0.0,0,0,0,0,annual,True,8,2024-11-26,1,0,9.0,4.2118203309692674,28.444444444444443,66.11111111111111,0.0,478,150601,16,27,44,7,2024-11,,
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,2024-06-14,competitor,10.5,False,False,2.0,False,1,1372,16464,annual,True,6,2024-04-24,1,0,4.0,3.4906382978723407,26.0,98.25,0.0,285,91776,15,19,25,1,2023-10,51.0,1.6754270696452036
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,2024-12-29,budget,28.95,True,True,3.0,False,1,3184,38208,monthly,True,11,2024-07-21,2,0,2.0,4.490638297872341,29.0,52.5,0.0,606,179167,31,31,60,5,2024-06,161.0,5.289093298291721
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,2024-10-17,pricing,0.0,False,False,1.0,False,1,1568,18816,monthly,True,14,2024-03-27,2,1,6.0,3.993758865248227,16.0,88.0,1.0,782,239679,43,35,74,6,2024-03,204.0,6.701708278580814
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,2024-04-23,pricing,0.0,True,False,1.0,True,1,342,4104,monthly,True,11,2024-03-16,0,3,5.0,3.796255319148936,29.2,103.8,1.0,623,168474,55,29,58,9,2024-02,38.0,1.2483574244415243
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,2024-12-19,unknown,0.0,True,False,2.0,False,1,266,3192,monthly,True,14,2023-12-10,1,1,6.0,4.1604255319148935,29.666666666666668,129.83333333333334,0.0,599,182273,19,27,50,7,2023-12,375.0,12.319316688567673
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,2024-12-31,support,0.0,False,False,3.0,False,1,4975,59700,monthly,True,9,2024-02-27,1,0,5.0,3.988765957446809,33.4,80.6,1.0,441,133497,35,29,44,2,2024-02,308.0,10.11826544021025
